ID,location,pressure_dbar,temperature,salinity_permil,DO_mg_L,depth
id0675,wP08,1.6,17.803,32.024,9.629,1.590005227
id0676,wP08,1.7,17.777,32.032,9.669,1.689380143
id0677,wP08,1.8,17.769,32.034,9.678,1.788755012
id0678,wP08,1.9,17.75,32.028,9.679,1.888129832
id0679,wP08,2,17.726,32.037,9.688,1.987504605
id0680,wP08,2.1,17.707,32.039,9.684,2.086879329
id0681,wP08,2.2,17.692,32.043,9.656,2.186254004
id0682,wP08,2.3,17.684,32.053,9.609,2.285628632
id0683,wP08,2.4,17.684,32.052,9.603,2.385003211
id0684,wP08,2.5,17.68,32.049,9.587,2.484377742
id0685,wP08,2.6,17.672,32.054,9.576,2.583752225
id0686,wP08,2.7,17.668,32.056,9.591,2.68312666
id0687,wP08,2.8,17.662,32.053,9.575,2.782501046
id0688,wP08,2.9,17.654,32.049,9.562,2.881875385
id0689,wP08,3,17.65,32.053,9.556,2.981249675
id0690,wP08,3.1,17.644,32.053,9.537,3.080623916
id0691,wP08,3.2,17.637,32.053,9.523,3.17999811
id0692,wP08,3.3,17.631,32.059,9.504,3.279372255
id0693,wP08,3.4,17.628,32.054,9.495,3.378746353
id0694,wP08,3.5,17.619,32.058,9.464,3.478120402
id0695,wP08,3.6,17.614,32.057,9.462,3.577494402
id0696,wP08,3.7,17.611,32.061,9.444,3.676868355
id0697,wP08,3.8,17.605,32.056,9.424,3.776242259
id0698,wP08,3.9,17.597,32.059,9.407,3.875616115
id0699,wP08,4,17.594,32.062,9.394,3.974989923
id0700,wP08,4.1,17.59,32.055,9.387,4.074363683
id0701,wP08,4.2,17.581,32.067,9.348,4.173737394
id0702,wP08,4.3,17.581,32.062,9.338,4.273111058
id0703,wP08,4.4,17.577,32.06,9.278,4.372484673
id0704,wP08,4.5,17.585,32.061,9.286,4.47185824
id0705,wP08,4.6,17.582,32.061,9.27,4.571231758
id0706,wP08,4.7,17.58,32.064,9.273,4.670605229
id0707,wP08,4.8,17.576,32.064,9.259,4.769978651
id0708,wP08,4.9,17.573,32.066,9.259,4.869352025
id0709,wP08,5,17.57,32.066,9.257,4.968725351
id0710,wP08,5.1,17.571,32.069,9.225,5.068098628
id0711,wP08,5.2,17.57,32.064,9.225,5.167471858
id0712,wP08,5.3,17.575,32.065,9.208,5.266845039
id0713,wP08,5.4,17.576,32.062,9.191,5.366218172
id0714,wP08,5.5,17.572,32.067,9.186,5.465591256
id0715,wP08,5.6,17.57,32.069,9.192,5.564964293
id0716,wP08,5.7,17.568,32.068,9.186,5.664337281
id0717,wP08,5.8,17.559,32.07,9.143,5.763710221
id0718,wP08,5.9,17.56,32.074,9.149,5.863083113
id0719,wP08,6,17.56,32.073,9.155,5.962455957
id0720,wP08,6.1,17.56,32.073,9.135,6.061828752
id0721,wP08,6.2,17.559,32.073,9.13,6.1612015
id0722,wP08,6.3,17.559,32.075,9.136,6.260574199
id0723,wP08,6.4,17.559,32.07,9.129,6.359946849
id0724,wP08,6.5,17.559,32.07,9.124,6.459319452
id0725,wP08,6.6,17.56,32.073,9.124,6.558692007
id0726,wP08,6.7,17.559,32.073,9.111,6.658064513
id0727,wP08,6.8,17.559,32.071,9.125,6.757436971
id0728,wP08,6.9,17.554,32.073,9.123,6.856809381
id0729,wP08,7,17.551,32.074,9.12,6.956181742
id0730,wP08,7.1,17.548,32.075,9.117,7.055554055
id0731,wP08,7.2,17.547,32.075,9.103,7.154926321
id0732,wP08,7.3,17.546,32.077,9.106,7.254298538
id0733,wP08,7.4,17.546,32.076,9.104,7.353670706
id0734,wP08,7.5,17.547,32.078,9.094,7.453042827
id0735,wP08,7.6,17.547,32.076,9.104,7.552414899
id0736,wP08,7.7,17.547,32.076,9.104,7.651786923
id0737,wP08,7.8,17.548,32.079,9.085,7.751158899
id0738,wP08,7.9,17.547,32.076,9.083,7.850530827
id0739,wP08,8,17.548,32.075,9.078,7.949902707
id0740,wP08,8.1,17.548,32.075,9.073,8.049274538
id0741,wP08,8.2,17.547,32.077,9.069,8.148646321
id0742,wP08,8.3,17.547,32.077,9.066,8.248018056
id0743,wP08,8.4,17.547,32.076,9.068,8.347389743
id0744,wP08,8.5,17.546,32.078,9.078,8.446761381
id0745,wP08,8.6,17.545,32.079,9.065,8.546132971
id0746,wP08,8.7,17.545,32.079,9.06,8.645504513
id0747,wP08,8.8,17.545,32.077,9.059,8.744876007
id0748,wP08,8.9,17.546,32.075,9.058,8.844247453
id0749,wP08,9,17.545,32.078,9.054,8.94361885
id0750,wP08,9.1,17.544,32.08,9.05,9.0429902
id0751,wP09,0.3,18.287,32.014,9.472,0.29812692
id0752,wP09,0.4,18.272,32.022,9.766,0.397502464
id0753,wP09,0.5,18.249,32.021,9.818,0.496877959
id0754,wP09,0.6,18.213,32.029,9.848,0.596253407
id0755,wP09,0.7,18.191,32.038,9.869,0.695628805
id0756,wP09,0.8,18.179,32.032,9.897,0.795004156
id0757,wP09,0.9,18.166,32.01,9.939,0.894379459
id0758,wP09,1,18.094,32.009,9.97,0.993754713
id0759,wP09,1.1,18.052,31.997,9.983,1.093129919
id0760,wP09,1.2,17.956,32.026,10.017,1.192505077
id0761,wP09,1.3,17.857,32.021,10.038,1.291880187
id0762,wP09,1.4,17.818,32.049,10.224,1.391255248
id0763,wP09,1.5,17.809,32.033,10.244,1.490630262
id0764,wP09,1.6,17.798,32.04,10.259,1.590005227
id0765,wP09,1.7,17.773,32.039,10.301,1.689380143
id0766,wP09,1.8,17.741,32.023,10.329,1.788755012
id0767,wP09,1.9,17.688,32.052,10.357,1.888129832
id0768,wP09,2,17.688,32.052,10.373,1.987504605
id0769,wP09,2.1,17.666,32.058,10.365,2.086879329
id0770,wP09,2.2,17.646,32.032,10.326,2.186254004
id0771,wP09,2.3,17.638,32.038,10.283,2.285628632
id0772,wP09,2.4,17.66,32.065,10.167,2.385003211
id0773,wP09,2.5,17.662,32.051,10.172,2.484377742
id0774,wP09,2.6,17.662,32.056,10.154,2.583752225
id0775,wP09,2.7,17.648,32.057,10.164,2.68312666
id0776,wP09,2.8,17.625,32.062,10.158,2.782501046
id0777,wP09,2.9,17.626,32.05,10.128,2.881875385
id0778,wP09,3,17.624,32.063,10.102,2.981249675
id0779,wP09,3.1,17.621,32.052,10.046,3.080623916
id0780,wP09,3.2,17.61,32.062,10.013,3.17999811
id0781,wP09,3.3,17.61,32.072,9.981,3.279372255
id0782,wP09,3.4,17.613,32.063,9.96,3.378746353
id0783,wP09,3.5,17.61,32.062,9.937,3.478120402
id0784,wP09,3.6,17.611,32.067,9.913,3.577494402
id0785,wP09,3.7,17.61,32.061,9.89,3.676868355
id0786,wP09,3.8,17.607,32.061,9.842,3.776242259
id0787,wP09,3.9,17.607,32.063,9.8,3.875616115
id0788,wP09,4,17.606,32.059,9.763,3.974989923
id0789,wP09,4.1,17.614,32.06,9.734,4.074363683
id0790,wP09,4.2,17.622,32.066,9.718,4.173737394
id0791,wP09,4.3,17.62,32.065,9.73,4.273111058
id0792,wP09,4.4,17.623,32.061,9.728,4.372484673
id0793,wP09,4.5,17.622,32.063,9.738,4.47185824
id0794,wP09,4.6,17.624,32.067,9.735,4.571231758
id0795,wP09,4.7,17.626,32.062,9.743,4.670605229
id0796,wP09,4.8,17.626,32.064,9.753,4.769978651
id0797,wP09,4.9,17.623,32.061,9.786,4.869352025
id0798,wP09,5,17.615,32.055,9.788,4.968725351
id0799,wP09,5.1,17.609,32.064,9.803,5.068098628
id0800,wP09,5.2,17.602,32.061,9.806,5.167471858
id0801,wP09,5.3,17.604,32.056,9.742,5.266845039
id0802,wP09,5.4,17.603,32.059,9.728,5.366218172
id0803,wP09,5.5,17.602,32.06,9.718,5.465591256
id0804,wP09,5.6,17.6,32.065,9.683,5.564964293
id0805,wP09,5.7,17.599,32.06,9.665,5.664337281
id0806,wP09,5.8,17.598,32.055,9.627,5.763710221
id0807,wP09,5.9,17.597,32.064,9.608,5.863083113
id0808,wP09,6,17.597,32.064,9.59,5.962455957
id0809,wP09,6.1,17.594,32.062,9.569,6.061828752
id0810,wP09,6.2,17.592,32.06,9.549,6.1612015
id0811,wP09,6.3,17.594,32.056,9.529,6.260574199
id0812,wP09,6.4,17.59,32.063,9.526,6.359946849
id0813,wP09,6.5,17.591,32.064,9.527,6.459319452
id0814,wP09,6.6,17.591,32.062,9.519,6.558692007
id0815,wP09,6.7,17.592,32.062,9.498,6.658064513
id0816,wP09,6.8,17.593,32.036,9.47,6.757436971
id0817,wP09,6.9,17.591,32.061,9.439,6.856809381
id0818,wP09,7,17.591,32.063,9.433,6.956181742
id0819,wP09,7.1,17.59,32.066,9.435,7.055554055
id0820,wP09,7.2,17.591,32.064,9.423,7.154926321
id0821,wP09,7.3,17.593,32.063,9.415,7.254298538
id0822,wP09,7.4,17.596,32.06,9.414,7.353670706
id0823,wP09,7.5,17.595,32.061,9.423,7.453042827
id0824,wP09,7.6,17.593,32.063,9.429,7.552414899
id0825,wP09,7.7,17.593,32.063,9.424,7.651786923
id0826,wP09,7.8,17.593,32.06,9.406,7.751158899
id0827,wP09,7.9,17.594,32.06,9.422,7.850530827
id0828,wP09,8,17.592,32.061,9.403,7.949902707
id0829,wP09,8.1,17.591,32.062,9.383,8.049274538
id0830,wP09,8.2,17.59,32.06,9.343,8.148646321
id0831,wP09,8.3,17.592,32.06,9.35,8.248018056
id0832,wP09,8.4,17.591,32.059,9.337,8.347389743
id0833,wP09,8.5,17.593,32.06,9.305,8.446761381
id0834,wP09,8.6,17.592,32.061,9.301,8.546132971
id0835,wP09,8.7,17.59,32.061,9.282,8.645504513
id0836,wP09,8.8,17.591,32.059,9.294,8.744876007
id0837,wP09,8.9,17.592,32.059,9.286,8.844247453
id0838,wP09,9,17.592,32.057,9.263,8.94361885
id0839,wP09,9.1,17.591,32.058,9.259,9.0429902
id0840,wP09,9.2,17.591,32.061,9.256,9.142361501
id0841,wP09,9.3,17.592,32.062,9.26,9.241732754
id0842,wP09,9.4,17.591,32.062,9.251,9.341103958
id0843,wP09,9.5,17.592,32.06,9.257,9.440475115
id0844,wP09,9.6,17.591,32.062,9.247,9.539846223
id0845,wP09,9.7,17.592,32.062,9.261,9.639217283
id0846,wP09,9.8,17.593,32.06,9.242,9.738588295
id0847,wP09,9.9,17.591,32.064,9.249,9.837959258
id0848,wP09,10,17.591,32.064,9.245,9.937330174
id0849,wP09,10.1,17.59,32.062,9.246,10.03670104
id0850,wP09,10.2,17.589,32.065,9.249,10.13607186
id0851,wP09,10.3,17.59,32.063,9.244,10.23544263
id0852,wP09,10.4,17.591,32.061,9.244,10.33481335
id0853,wP09,10.5,17.591,32.065,9.241,10.43418403
id0854,wP10,0.3,18.027,31.997,9.365,0.29812692
id0855,wP10,0.4,18.032,32.004,9.62,0.397502464
id0856,wP10,0.5,18.024,32.023,9.711,0.496877959
id0857,wP10,0.6,18.016,32.03,9.809,0.596253407
id0858,wP10,0.7,18.025,32.025,9.878,0.695628805
id0859,wP10,0.8,18.023,32.026,9.967,0.795004156
id0860,wP10,0.9,18.009,32.04,10.046,0.894379459
id0861,wP10,1,18.007,32.038,10.071,0.993754713
id0862,wP10,1.1,18,32.037,10.127,1.093129919
id0863,wP10,1.2,17.998,32.028,10.16,1.192505077
id0864,wP10,1.3,17.973,32.015,10.211,1.291880187
id0865,wP10,1.4,17.913,32.03,10.266,1.391255248
id0866,wP10,1.5,17.894,32.054,10.278,1.490630262
id0867,wP10,1.6,17.889,32.063,10.298,1.590005227
id0868,wP10,1.7,17.897,32.038,10.316,1.689380143
id0869,wP10,1.8,17.886,32.054,10.321,1.788755012
id0870,wP10,1.9,17.873,32.062,10.33,1.888129832
id0871,wP10,2,17.87,32.061,10.337,1.987504605
id0872,wP10,2.1,17.869,32.062,10.355,2.086879329
id0873,wP10,2.2,17.87,32.07,10.34,2.186254004
id0874,wP10,2.3,17.869,32.066,10.334,2.285628632
id0875,wP10,2.4,17.871,32.064,10.336,2.385003211
id0876,wP10,2.5,17.867,32.064,10.352,2.484377742
id0877,wP10,2.6,17.864,32.075,10.348,2.583752225
id0878,wP10,2.7,17.869,32.069,10.346,2.68312666
id0879,wP10,2.8,17.87,32.072,10.349,2.782501046
id0880,wP10,2.9,17.872,32.072,10.357,2.881875385
id0881,wP10,3,17.877,32.069,10.348,2.981249675
id0882,wP10,3.1,17.878,32.068,10.35,3.080623916
id0883,wP10,3.2,17.878,32.066,10.329,3.17999811
id0884,wP10,3.3,17.866,32.059,10.347,3.279372255
id0885,wP10,3.4,17.858,32.07,10.353,3.378746353
id0886,wP10,3.5,17.858,32.072,10.348,3.478120402
id0887,wP10,3.6,17.859,32.073,10.351,3.577494402
id0888,wP10,3.7,17.86,32.069,10.333,3.676868355
id0889,wP10,3.8,17.856,32.063,10.34,3.776242259
id0890,wP10,3.9,17.843,32.059,10.328,3.875616115
id0891,wP10,4,17.837,32.074,10.337,3.974989923
id0892,wP10,4.1,17.836,32.07,10.328,4.074363683
id0893,wP10,4.2,17.836,32.078,10.315,4.173737394
id0894,wP10,4.3,17.831,32.063,10.308,4.273111058
id0895,wP10,4.4,17.824,32.064,10.294,4.372484673
id0896,wP10,4.5,17.821,32.065,10.296,4.47185824
id0897,wP10,4.6,17.82,32.062,10.302,4.571231758
id0898,wP10,4.7,17.817,32.048,10.274,4.670605229
id0899,wP10,4.8,17.807,32.058,10.265,4.769978651
id0900,wP10,4.9,17.794,32.062,10.276,4.869352025
id0901,wP10,5,17.786,32.068,10.26,4.968725351
id0902,wP10,5.1,17.782,32.074,10.259,5.068098628
id0903,wP10,5.2,17.782,32.074,10.252,5.167471858
id0904,wP10,5.3,17.784,32.071,10.243,5.266845039
id0905,wP10,5.4,17.783,32.062,10.225,5.366218172
id0906,wP10,5.5,17.779,32.042,10.213,5.465591256
id0907,wP10,5.6,17.756,32.055,10.206,5.564964293
id0908,wP10,5.7,17.749,32.069,10.199,5.664337281
id0909,wP10,5.8,17.744,32.073,10.193,5.763710221
id0910,wP10,5.9,17.742,32.07,10.17,5.863083113
id0911,wP10,6,17.741,32.062,10.162,5.962455957
id0912,wP10,6.1,17.728,32.049,10.154,6.061828752
id0913,wP10,6.2,17.717,32.05,10.157,6.1612015
id0914,wP10,6.3,17.7,32.062,10.154,6.260574199
id0915,wP10,6.4,17.688,32.065,10.132,6.359946849
id0916,wP10,6.5,17.683,32.063,10.125,6.459319452
id0917,wP10,6.6,17.673,32.066,10.1,6.558692007
id0918,wP10,6.7,17.665,32.07,10.073,6.658064513
id0919,wP10,6.8,17.66,32.071,10.062,6.757436971
id0920,wP10,6.9,17.658,32.072,10.059,6.856809381
id0921,wP10,7,17.655,32.074,10.039,6.956181742
id0922,wP10,7.1,17.655,32.072,10.038,7.055554055
id0923,wP10,7.2,17.653,32.073,9.991,7.154926321
id0924,wP10,7.3,17.652,32.073,9.989,7.254298538
id0925,wP10,7.4,17.651,32.074,9.968,7.353670706
id0926,wP10,7.5,17.65,32.075,9.951,7.453042827
id0927,wP10,7.6,17.648,32.071,9.948,7.552414899
id0928,wP10,7.7,17.648,32.072,9.947,7.651786923
id0929,wP10,7.8,17.649,32.073,9.916,7.751158899
id0930,wP10,7.9,17.647,32.073,9.908,7.850530827
id0931,wP10,8,17.645,32.071,9.891,7.949902707
id0932,wP10,8.1,17.642,32.07,9.873,8.049274538
id0933,wP10,8.2,17.639,32.073,9.878,8.148646321
id0934,wP10,8.3,17.635,32.072,9.861,8.248018056
id0935,wP10,8.4,17.633,32.074,9.849,8.347389743
id0936,wP10,8.5,17.633,32.07,9.842,8.446761381
id0937,wP10,8.6,17.626,32.077,9.802,8.546132971
id0938,wP10,8.7,17.625,32.074,9.785,8.645504513
id0939,wP10,8.8,17.623,32.074,9.79,8.744876007
id0940,wP10,8.9,17.622,32.074,9.763,8.844247453
id0941,wP10,9,17.62,32.072,9.74,8.94361885
id0942,wP10,9.1,17.618,32.074,9.72,9.0429902
id0943,wP10,9.2,17.61,32.071,9.701,9.142361501
id0944,wP10,9.3,17.595,32.07,9.695,9.241732754
id0945,wP10,9.4,17.585,32.077,9.691,9.341103958
id0946,wP10,9.5,17.579,32.076,9.667,9.440475115
id0947,wP10,9.6,17.57,32.077,9.64,9.539846223
id0948,wP10,9.7,17.565,32.079,9.614,9.639217283
id0949,wP10,9.8,17.561,32.081,9.603,9.738588295
id0950,wP10,9.9,17.558,32.082,9.587,9.837959258
id0951,wP10,10,17.557,32.082,9.552,9.937330174
id0952,wP10,10.1,17.555,32.081,9.53,10.03670104
id0953,wP10,10.2,17.556,32.077,9.526,10.13607186
id0954,wP10,10.3,17.555,32.084,9.504,10.23544263
id0955,wP10,10.4,17.555,32.084,9.493,10.33481335
id0956,wP10,10.5,17.553,32.085,9.488,10.43418403
id0957,wP10,10.6,17.554,32.083,9.48,10.53355465
id0958,wP10,10.7,17.551,32.086,9.48,10.63292523
id0959,wP10,10.8,17.551,32.086,9.463,10.73229576
id0960,wP10,10.9,17.552,32.084,9.45,10.83166624
id0961,wP10,11,17.552,32.086,9.447,10.93103668
id0962,wP10,11.1,17.552,32.088,9.446,11.03040706
id0963,wP10,11.2,17.554,32.084,9.433,11.1297774
id0964,wP10,11.3,17.553,32.085,9.431,11.22914769
id0965,wP11,0.3,18.369,32.046,9.637,0.29812692
id0966,wP11,0.4,18.381,32.051,9.63,0.397502464
id0967,wP11,0.5,18.385,32.056,9.649,0.496877959
id0968,wP11,0.6,18.317,32.005,9.695,0.596253407
id0969,wP11,0.7,18.266,32.032,9.685,0.695628805
id0970,wP11,0.8,18.242,32.039,9.705,0.795004156
id0971,wP11,0.9,18.25,32.034,9.721,0.894379459
id0972,wP11,1,18.135,31.964,9.722,0.993754713
id0973,wP11,1.1,18.005,31.97,9.718,1.093129919
id0974,wP11,1.2,17.949,31.998,9.723,1.192505077
id0975,wP11,1.3,17.902,32.015,9.725,1.291880187
id0976,wP11,1.4,17.883,32.001,9.718,1.391255248
id0977,wP11,1.5,17.852,31.997,9.722,1.490630262
id0978,wP11,1.6,17.794,32.011,9.732,1.590005227
id0979,wP11,1.7,17.776,32.008,9.735,1.689380143
id0980,wP11,1.8,17.744,32.018,9.711,1.788755012
id0981,wP11,1.9,17.719,32.022,9.688,1.888129832
id0982,wP11,2,17.691,32.026,9.638,1.987504605
id0983,wP11,2.1,17.674,32.025,9.587,2.086879329
id0984,wP11,2.2,17.653,32.02,9.567,2.186254004
id0985,wP11,2.3,17.637,32.03,9.529,2.285628632
id0986,wP11,2.4,17.628,32.035,9.486,2.385003211
id0987,wP11,2.5,17.628,32.03,9.456,2.484377742
id0988,wP11,2.6,17.621,32.026,9.444,2.583752225
id0989,wP11,2.7,17.6,32.034,9.392,2.68312666
id0990,wP11,2.8,17.594,32.037,9.317,2.782501046
id0991,wP11,2.9,17.595,32.036,9.242,2.881875385
id0992,wP11,3,17.596,32.036,9.145,2.981249675
id0993,wP11,3.1,17.589,32.037,9.114,3.080623916
id0994,wP11,3.2,17.588,32.039,9.073,3.17999811
id0995,wP11,3.3,17.588,32.038,9.061,3.279372255
id0996,wP11,3.4,17.586,32.037,9.024,3.378746353
id0997,wP11,3.5,17.586,32.033,9.019,3.478120402
id0998,wP11,3.6,17.587,32.039,9.016,3.577494402
id0999,wP11,3.7,17.586,32.04,8.999,3.676868355
id1000,wP11,3.8,17.587,32.037,8.997,3.776242259
id1001,wP11,3.9,17.58,32.04,8.97,3.875616115
id1002,wP11,4,17.582,32.041,8.964,3.974989923
id1003,wP11,4.1,17.582,32.04,8.944,4.074363683
id1004,wP11,4.2,17.582,32.04,8.918,4.173737394
id1005,wP11,4.3,17.579,32.04,8.873,4.273111058
id1006,wP11,4.4,17.583,32.04,8.867,4.372484673
id1007,wP11,4.5,17.581,32.039,8.867,4.47185824
id1008,wP11,4.6,17.579,32.039,8.86,4.571231758
id1009,wP11,4.7,17.578,32.039,8.868,4.670605229
id1010,wP11,4.8,17.579,32.042,8.845,4.769978651
id1011,wP11,4.9,17.586,32.039,8.869,4.869352025
